Title,Company,URL,Full Job Description,Country,Search Word
Data Scientist,culture where all employees feel they can bring their authentic selves to work and be successful.,N/A,"Israel, Hod HaSharon Description About ThetaRay ThetaRay is a trailblazer in AI-powered Anti-Money Laundering (AML) solutions, offering cutting-edge technology to fintechs, banks, and regulatory bodies worldwide. Our mission is to enhance trust in financial transactions, ensuring compliant and innovative business growth. Our technology empowers customers to expand into new markets and introduce groundbreaking products. Why Join ThetaRay At ThetaRay, you'll be part of a dynamic global team committed to redefining the financial services sector through technological innovation. You will contribute to creating safer financial environments and have the opportunity to work with some of the brightest minds in AI, ML, and financial technology. We offer a collaborative, inclusive, and forward-thinking work environment where your ideas and contributions are valued and encouraged. Join us in our mission to revolutionize the financial world, making it safer and more trustworthy for millions worldwide. Explore exciting career opportunities at ThetaRay – where innovation meets purpose. ThetaRay is looking for a Data Scientist to join our innovative Data team. As a Data Scientist, you will work on customer-facing projects that combine data science with deep knowledge and understanding of machine learning and big data technologies to create solutions for customers’ challenges and needs, defining and developing appropriate technical and business solutions. The Data Scientist will work closely with ThetaRay’s Product Management, Algorithm, Engineering, and Customer Success teams and lead external partners to successful implementations of the ThetaRay platform and solutions. Key Responsibilities Manage and design the Customer-specific technical AI solutions throughout the project life cycle Leverage business knowledge to perform sophisticated feature engineering and enhance model performance. Extract insights and actionable recommendations from large volumes of data, applying advanced analytical methods. Collaborate with customers and partners, building and managing strong technical relationships to ensure project success. Train customers on system usage and monitoring, ensuring they can independently operate and maintain AI solutions. Contribute to product development by providing feedback and requirements to the Product Management team. Requirements Up to 3 years of experience as a data scientistdata engineerbig-data developer. BSc or equivalent in Mathematics, Statistics, Data Science or another related field. Proven professional experience in data analytics for financial services with strong data mining and forensic skills - an advantage. Experience working with customers. Advantage – financial customers. Must have Hands-on experience and knowledge of scripting languages PythonPySpark as well as DS workflow management tools including MLflow, Airflow, etc. Working experience with Linux OS - an advantage. Fluent English - written and spoken. Core Competencies Able to solve tech problems for customers; improvise; cope with unexpected challenges Able to drive relevant internal functions to deliversolve a problem for customerspartners A motivated, self-starter who can demonstrate high analytical and technical skills Ability to design creative solutions for complex requirements Ability to learn and lead projects independently, and to work with minimal supervision with customers (tech & business) Strong interpersonal relationship building Ability to execute multiple projects and drive key business results under tight deadlines Opened URL httpsil.indeed.comrcclkjk=ebe23e6eab729335&bb=O23jV3KRlfUpGuBCqvpLPgrSzmxZCLp-2yWC9AFpndHPBpNNcX6px-SFJ4sIgae17sY2UtefTlPYl7jvg50F-Mgwuda9OK2YNzKauHnqORXtnKF7dBPXf62DRcjilb2o&xkcb=SoAp67M33weTDP23RZ0CbzkdCdPP&fccid=faacecbfada56694&vjs=3",il,ds
Data Scientist,Build a diverse company that provides equitable access to growth and success for all employees globally.,N/A,"Nice to meet you - We are Finaloop ! Finaloop revolutionizes financial operations for eCommerce businesses! Our cutting-edge SaaS solution blends automation, AI, and human expertise to deliver real-time bookkeeping services. We empower our customers to make data-driven decisions by transforming their financial information into actionable insights. Finaloop tackles the complexities of eCommerce financial data. Our Data team is at the forefront, solving intricate problems like transaction classification and data reconciliation. If you thrive on analytical challenges and want to see your solutions make a real-world difference, this is the place for you. What you'll do Research and develop machine learning projects up to deployment in production. Model, design and implement solutions that do not have an off-the-shelf solution. Be responsible and own features - design, implement, monitor, measure, iterate Interact with domain experts, developers and data team Employ a wide range of techniques from data science, machine learning, statistics, probability, algorithms, and whatever is necessary to solve the most crucial problems Finaloop is facing. Some about our infra Airflow, Airbyte, K8S, Superset, Snowflake, PostgreSQL, Athena What you'll bring 5+ years of proven experience in machine learning, data science, or statisticalprobabilistic modeling. Academic degree in Mathematics, Computer Science, Statistics, Engineering, Physics, or a related quantitative field. Demonstrated ability to translate business requirements into production-ready technical solutions. Proficiency in Python or another general-purpose programming language. Naturally curious, independent, and results-driven. Strong collaborative and team-oriented mindset. Advantage - Prior experience with Spark for large-scale data processing. Opened URL httpsil.indeed.comrcclkjk=2f56ea143e968cf4&bb=O23jV3KRlfUpGuBCqvpLPhfq07aP0_B5OVUAMYTGR2nxc-KE2raYCEMUTfVUUaqkG1FjydAc3PjfqZ_sXeNb1ORRFlDVAGernhwauz6XuN4HXlBvryzlLFcABmQNjbx2&xkcb=SoC067M33weTDP23RZ0BbzkdCdPP&fccid=c26e6911bfdb0c15&vjs=3",il,ds
Data Scientist,walls to invest in future generations of underrepresented talent and bring innovation to our clients.,N/A,"Moon Active is one of the world's fastest-growing mobile game companies, providing entertainment for millions of active users across the universe. The company is headquartered in the heart of Tel Aviv. We're looking for a sharp and passionate Data Scientist to join our top-notch Data Science team. Using your technical and analytical skills, your mission will be to develop Data Science models in purpose to directly impact the business KPIs in various areas. Responsibilities Develop data science models to support business decision-making and improve KPIs across various areas. Analyze complex data sets to identify trends, patterns, and insights. Continuously monitor and improve model performance through testing and experimentation. Execute projects end-to-end from requirements gathering, data mining, and exploration up to full implementing in production Collaborate with cross-functional teams including product, engineering, and marketing to identify data-driven solutions. Communicate findings and insights to non-technical stakeholders in a clear and concise manner. Stay up-to-date with the latest advancements and trends in data science and machine learning. Creating a framework of technical standards and procedures. Requirements 3+ years of working experience in the field of advanced research using Data Science tools BSc degree in a quantitative field such as Data Science, Computer Science, Statistics, Mathematics, or a related field. Proficiency in programming languages such as Python and SQL and data science toolkits. Strong experience in data analysis, statistical modeling, and end to end machine learning flow data extraction, feature engineering, model building and performance evaluation. Experience in AB testing Excellent communication skills and the ability to present complex data in a clear and concise manner. Strong problem-solving skills and the ability to think creatively to develop innovative solutions. Self-learner, strong can-do attitude and great interpersonal skills Working experience in the gaming industry - an advantage #LI-Hybrid Opened URL httpsil.indeed.comrcclkjk=628b80df5e4f018b&bb=O23jV3KRlfUpGuBCqvpLPkxLBax-cICkxucmAbtiOM_sgeLQLRL1WDDN7xWgUdrbWbes_nwT7D4qopu2WageY8hZn0oasDFPZC3b7tpx_Dd9X6tKX2uHtYP8lW9bUBfy&xkcb=SoAA67M33weTDP23RZ0AbzkdCdPP&fccid=8f0dff7f77f0614e&vjs=3",il,ds
Data Scientist,"has facilities. This policy applies to all terms and conditions of employment, including recruiting, hiring, placement, promotion, termination, layoff, recall, transfer, leaves of absence, compensation and training.",N/A,"We are looking for an experienced Data Scientist who can leverage and develop innovative machine learning, NLP, and generative AI technologies, for solving problems within a wide scope. As a part of our Data Science group, you will work on highly complicated challenges, from research to production, and help shape our algorithms and AI platform. You will work with Developers, Analysts, Product Managers, and business owners on growth opportunities and new ideas. You should have a strong background and experience in the machine learning pipeline through business understanding, research, data exploration, feature engineering, model building, performance evaluation, testing, production-level code and deployment, model monitoring, and maintenance. Requirements MSc in Computer ScienceEngineering or related field with a focus on applied statistics, AI, machine learning, or related fields - a must. 5+ years of production environment experience, working with predictive and probabilistic models, clustering algorithms, classification models, search and recommendation techniques - a must. Proven record for successful production implementation of translating productbusiness requirements into a technical solution. Team player, Ability to handle several tasks simultaneously. Strong knowledge in Python, SQL, and NoSQL. Spark and Big data technologies experience – an advantage. Research experience - an advantage. Experience with e-commerce - an advantage. At Fiverr, we’re not about checklists. If you don’t meet 100% of the requirements for this role but still feel passionate about the position and think you have the right skills and qualifications to excel at it, we want to hear from you. What am I going to do Take leading roles in projects such as search engine ranking, promoted ads in Fiverr’s search results, recommendations, users segmentation and personalization, online bidding optimization, text analysis, real-time predictions, live streaming data handling, exploration-exploitation problems, etc. Work closely with various departments in the company to provide advanced Data Science solutions end to end. Write and own production models and code. Independent research and innovation in new content and technological domains. Lead and advise other team members. Continuously produce new initiatives and improvement ideas. Act as a leader of Fiverr’s AI platform. Develop models and framework solutions for the group. Equal opportunities At Fiverr, we prioritize diversity. We celebrate difference and embed it into every aspect of our workplace, from our community to our product. Fiverr is proud and committed to providing equal opportunity employment to all individuals regardless of race, color, religion, sex, sexual orientation, citizenship, national origin, disability, Veteran status, or any other characteristic protected by law. In addition, Fiverr will provide accommodation to individuals with disabilities or a special need. Opened URL httpsil.indeed.comrcclkjk=3787aec8f887b958&bb=O23jV3KRlfUpGuBCqvpLPvzgpvT8vGLDp63EE54vOXeD_SM5j2mE0ckrCD5rEwJ8fEqdiyrsl1FGeIyB_sYC6-Fz0pnf9GYmMslSb98bVJdIK1pyCOJBjSOuZxou_je2&xkcb=SoCO67M33weTDP23RZ0HbzkdCdPP&fccid=f12a27b210d1a2ba&vjs=3",il,ds
Data Scientist,'s business objectives.,N/A,"We offer the industry's only platform that fuses customer identity and anti-fraud solutions – customer identity management, identity verification, and fraud prevention. We sell to industries with large, consumer-facing businesses such as banking, financial services, insurance, fintech, gaming, ecommerceretail, telco  media, utilities, etc. About the Role In this role, you will take an integral part in the creation of a new and innovative SaaS product. If you are a talented Data Scientist that likes to solve complex problems and looking for your next challenge we want you to join our team! What You'll Be Doing Create MLDL flows to solve multi-stage problems, mainly in the Computer Vision domain, but not exclusively. Build the foundation of a new and exciting ML based product, including best practices, defining data pipeline requirements, metrics evaluation, data exploration and visualization. Take part in bringing SOTA algorithms to the production environment, to solve key pain points for customers. What you'll need Bachelor degree in computer science or a related field. At least 3 years of experience in a data-scientistalgorithms-developersoftware-engineer positionCV-engineer. Proficiency in Python. Knowledge of data science toolkits such as NumPy, Scikit-learn and OpenCVPyTorchTensorFlow. Familiarity with cloud-based infrastructure. Independent, persistent, and a getting things done person. Excellent interpersonal skills. Ability and drive to learn new things. Advantages Master's degree in Computer Science or a related field. Experience with Computer Vision algorithms. Experience in data mining and machine learning. Ability to store and process unstructured data with NoSQL databases. Experience with Vector DBs Experienced with identity managementrisk assessmentfraud detection. #LI-TL1 #LI-Hybrid Opened URL httpsil.indeed.comrcclkjk=152aef4c15800df7&bb=O23jV3KRlfUpGuBCqvpLPvQ7ldZZKt5RcUuevmXCQlyWlasKCHnYb32IXBGVLIs3NiimERVlJwwqBwjw666OJE8jwv-egdGX4b-vvkhP4Gi2_IvdyloZJGDRM2eybAZ0&xkcb=SoA667M33weTDP23RZ0GbzkdCdPP&fccid=538023e847973eab&vjs=3",il,ds
Data Scientist,’s data to improve the product and enhance the business growth,N/A,"Minute Media is a leading global tech-driven media company, developing all its technological needs in-house, end to end, in a rapid big-data environment. Minute Media’s proprietary platform serves as the company’s foundation, powering its content as well as enabling the evolution of other market-leading content brands. Minute Media owns and operates brands, including Sports Illustrated, The Players’ Tribune, 90min, DBLTAP, Mental Floss, The Big Lead, and FanSided (B2BB2C). We are looking for an experienced and innovative Data Scientist to join our team in Tel Aviv. In this role, you will develop and deploy machine learning models to optimize real-time ad targeting, bidding, and delivery. You’ll work closely with cross-functional teams to drive data-driven strategies that enhance campaign performance and revenue growth. Responsibilities Lead the design, development, and deployment of machine learning models to optimize ad targeting, bidding, and delivery in real-time ad tech environments. Analyze large-scale ad-serving data to uncover actionable insights, improve campaign performance, and drive revenue growth. Collaborate with cross-functional teams (product, engineering, ad ops and rev ops) to define data-driven strategies for ad server, SSP, and other ad tech products. Develop algorithms for demand-side and supply-side platform (SSP) optimization, focusing on improving monetization and user experience. Build predictive models and forecasting tools to enhance audience segmentation, ad placements, and pricing strategies. Maintain and scale data pipelines, ensuring seamless data integration from various sources to support model training and decision-making. Apply AB testing, statistical analysis, and performance metrics to validate and optimize ML models and algorithms. Work closely with engineering teams to integrate machine learning models into production systems, ensuring real-time processing and scalability. Mentor junior data scientists and provide technical leadership in implementing machine learning and data science best practices. Stay current with industry trends and technologies in the ad tech ecosystem, ensuring the team adopts the most effective tools and techniques. Requirements 3+ years of experience in data science, machine learning, or analytics roles, focusing on ad tech or digital advertising. Strong proficiency in machine learning frameworks (TensorFlow, PyTorch, Scikit-learn, etc.) and programming languages (Python, R, SQL). Proven experience working with ad tech products like ad servers, supply-side platforms (SSP), and demand-side platforms (DSP). In-depth understanding of real-time bidding (RTB), programmatic advertising, and auction mechanisms. Hands-on experience building and deploying ML models for optimization, recommendation systems, or predictive analytics. Proficiency in big data tools and technologies (Hadoop, Spark, AWS, GCP) and experience working with large-scale datasets in advertising environments. Strong analytical and problem-solving skills, with the ability to design experiments and measure the effectiveness of models in production. Experience working in a fast-paced, agile environment, with strong collaboration skills across engineering, product, and ad ops teams. Excellent communication and storytelling skills, capable of translating complex data insights into clear, actionable recommendations. Fluent English speaking and writing skills. Advantageous Experience in online advertising, especially in SSP, DSP, or programmatic ecosystems. Prior experience in a managerial role, leading teams Brand Minute Media Benefits Career development opportunities & different skill-based workshops are offered each quarter. Hybrid work model Gradual return from parental leave Fun company events and celebrations Community involvement opportunities, both in-person and remote Not sure that you're 100% qualified but are up for the challenge We want you to apply! Minute Media is committed to creating a diverse and inclusive work environment and is proud to be an equal-opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, gender, gender identity or expression, sexual orientation, national origin, genetics, disability, age, or veteran status. Check the URL and email address of any correspondence with Minute Media. If it is not from @ minutemedia.com, treat it as fraudulent. To learn how to protect yourself from recruitment fraud, click here. Opened URL httpsil.indeed.comrcclkjk=9e088fd204479530&bb=O23jV3KRlfUpGuBCqvpLPqBUlGn5u7jv4NBfARoDoVaT4YPD8xvL2HN5qsKxlS6csT0CPbfQMjNRdGMwYHPNhpKCOFSo4P__O-IMgJB8aDlAj_UFKeGUW6yxEJj1balS&xkcb=SoCn67M33weTDP23RZ0FbzkdCdPP&fccid=c585d55f345dc507&vjs=3",il,ds
Data Scientist (GenAI),.,N/A,"DESCRIPTION abra מגייסת Data Science במסגרת התפקיד חיזוי התנהגויות ע”י שימוש באלגוריתמים של למידת מכונה מתקדמת על כל גווניה תוך בחינת סטטיסטיקות, הקמת מערכות מידע המשלבות תובנות AI, תכנון ויישום פתרונות AI מתקדמים, יזום ומחקר אלגוריטמי ועוד. משרה מלאה בימים א'-ה' בלוד. REQUIREMENTS תואר אקדמי במדעים מדויקים הנדסה (עם רקע רלוונטי) – חובה. ניסיון של חמש שנים ומעלה בפיתוח מודלי ML לסביבת תפעול – חובה. ידע מעמיק בשפת Python – חובה. Title Data Scientist Company Rubrik Job Board URL httpsil.indeed.comrcclkjk=ae2c3d8865d70a20&bb=zk7LYUIixjhkbKO7XrB0tqVg7ux9_xjs-0kjiTanZaCsOamJXB0b_m1QrZ0vZSh5K38zXbWFyGxlCub2UqN8qp8qDZqE6A64g1QvxHBW_McGnWF4Z21MhZmiBHf4oQ4j&xkcb=SoC567M33wfbB8xCCB0LbzkdCdPP&fccid=ba03cd038fd30855&vjs=3  Title data scientist! Company Horizon Technologies URL httpsil.indeed.comrcclkjk=ad3b38d6d843bb02&bb=zk7LYUIixjhkbKO7XrB0tvf8Kr4Q8L62Br6V9ZCf6iMNL0zmpKLh4L5NMLm9rL_c-cmy3dAR1FW5eST2H4grlRnd61WFy-jeBCGDfK7K4MhSOz7xQf56X9Olevr1n-Yx&xkcb=SoAN67M33wfbB8xCCB0KbzkdCdPP&fccid=c4e7a75c6cddb35a&vjs=3  Title Data Scientist Company Ticomsoft URL httpsil.indeed.comrcclkjk=f90aa7093544f010&bb=zk7LYUIixjhkbKO7XrB0ttUeJtrF2AJXoJImY-9cuy8XarGgl4jGOxPhv8bx15M_iaPQiWcmbVEI6kiixp3qxUyhn3e2Ahs-SeBYWE9Wr45LHSmwdUEUoyYtUJr-coeK&xkcb=SoCQ67M33wfbB8xCCB0JbzkdCdPP&fccid=e32508b84ec45c2b&vjs=3  Title Data scientist Company OSR Enterprises URL httpsil.indeed.comrcclkjk=e57b247de9bde4dd&bb=zk7LYUIixjhkbKO7XrB0tnzOKXPXPnYrZCF94v04tnUZtmN3OHtR05CYLVSar5xWRgt7TS-tQC7ot8H2yKfSKLZnF8bh5iSZFcD6iQmOVEJBAb7I-Lg1hFgoPITV_uwo&xkcb=SoAk67M33wfbB8xCCB0IbzkdCdPP&fccid=a92bc8931562ec31&vjs=3  Title Data Engineer Company Meta URL httpsil.indeed.comrcclkjk=8c0efb63a00ef0d5&bb=zk7LYUIixjhkbKO7XrB0tpddvsrM6LbkRt_R3UNUzgUo9AqKrBz6ep0Bo9DZR842wIs_z8As-Lo9q4O3JjmcEQN86TkAJBQx0ktdlbRfljsO9dA01J4S_g%3D%3D&xkcb=SoCq67M33wfbB8xCCB0PbzkdCdPP&fccid=ba07516c418dda52&vjs=3  Title Data scientist Company Paretix URL httpsil.indeed.comrcclkjk=84d116dfdbf90062&bb=zk7LYUIixjhkbKO7XrB0tl8q4EKeOtUyjEbm0EXNERCAwnS1zp8N9Hf3fOvtlyC31_eogU3fK8zfXep15chDpXoMt2Q_Kvz_cLMZD8foV_v9F3D19Rq9eXSDHjAZof0y&xkcb=SoAe67M33wfbB8xCCB0ObzkdCdPP&fccid=433c536613b198d9&vjs=3  Title Data Scientist Company ThetaRay URL httpsil.indeed.comrcclkjk=bc58153ac4bcd56c&bb=zk7LYUIixjhkbKO7XrB0ttlskuIWLDNhaVbJwFdD8rdZywNpr_k-q5eO7nCIW9LA9xo_ID8J8xp0V3DUDVFDG5w8DJNdBQLFQ1LCii9tDUKdn3-Gbq1NC0oVijdBCL6M&xkcb=SoCD67M33wfbB8xCCB0NbzkdCdPP&fccid=8e007f7a76f9cee5&vjs=3  Title Real World Data Scientist Company AstraZeneca URL httpsil.indeed.comrcclkjk=8260be8c345f9e51&bb=zk7LYUIixjhkbKO7XrB0tuMDKIt0XnrHpCZqGt5fM0rlvH1qD5Xg3gBBX7HdjtbabPTPb6qwW7a9WtyZH3jK3PM2xBrTRgflM6hLb-5cQENwMkU_h2GWeA%3D%3D&xkcb=SoA367M33wfbB8xCCB0MbzkdCdPP&fccid=003656df63cede32&vjs=3  Title Data Scientist Company TangoMe URL httpsil.indeed.comrcclkjk=62dcd93e2cd4abb0&bb=zk7LYUIixjhkbKO7XrB0tsLn-vEcUzEKOXeYvRpmIQnkz6qVocOi9l2MArTay1UfNQbOEebjmE-p_v5RdsQeqn1eD5zqWquiRtj46B6HzlEAdc027UjbpqBQfEKcEINq&xkcb=SoDe67M33wfbB8xCCB0DbzkdCdPP&fccid=432411998e596e8f&vjs=3  Title Data Scientist Company Abra URL httpsil.indeed.comrcclkjk=9e088fd204479530&bb=zk7LYUIixjhkbKO7XrB0ttlGauE3W_YBOuFEJV6hpFNfX6QUIfGA_Yegu2locfhq4efqn6a4K9veJ8aLiSwWNmWKwaFFAqlcJan94QYo8RZITgZ4Kea_znVobe2o7DZG&xkcb=SoBq67M33wfbB8xCCB0CbzkdCdPP&fccid=c585d55f345dc507&vjs=3  Title Data Scientist Company Fiverr URL httpsil.indeed.comrcclkjk=628b80df5e4f018b&bb=zk7LYUIixjhkbKO7XrB0tvDGsLe60Jt1aOFPmIO908nboW-v2xtFnpPmuuXPSCvH0CnS7WCbrPchg3-FW-XbbNDLl5SQ8kfde8KDMBdIuZ_gkyVjj5XAyMtBiaWYdWW-&xkcb=SoD367M33wfbB8xCCB0BbzkdCdPP&fccid=8f0dff7f77f0614e&vjs=3  Title Data Scientist Company Finaloop URL httpsil.indeed.comrcclkjk=ebe23e6eab729335&bb=zk7LYUIixjhkbKO7XrB0tsI1vtTEesz3O-VrhTQcaKYETqGyRNrSr9Vs_zxX5HwTn1FaRkBRw6_wUmV6aNv9irqaGIMzw1rhk2pAYc0LBbmwOOTWcT6gW-MYCw1QzhwY&xkcb=SoBD67M33wfbB8xCCB0AbzkdCdPP&fccid=faacecbfada56694&vjs=3  Title Data Scientist Company InspHire URL httpsil.indeed.comrcclkjk=e629f0f5babf4718&bb=zk7LYUIixjhkbKO7XrB0tlmfud0Gb8vux6VdXY49ptvPivV2ToFGlRyUfSG2hz-KN8oXwTcilOY7_jJ7ImBh8uNS_q8JqJJS_GHfvYNqNtpX8stlxTNrBq5XoNkfayPX&xkcb=SoDN67M33wfbB8xCCB0HbzkdCdPP&fccid=76a83ba4375c2a1b&vjs=3  Title Data Scientist (GenAI) Company Tipalti URL httpsil.indeed.comrcclkjk=e3663890220dfa95&bb=zk7LYUIixjhkbKO7XrB0thpdO0dasLFdZWg90miAz_zV7KqQZdMUhcmYcy3drOKFk7PNsPJ_O_aK1VN1t0WJDUqNr-xDpoZyzaX7UTlgQx2LykVuvzWDmS3d_lQY7RtJ&xkcb=SoB567M33wfbB8xCCB0GbzkdCdPP&fccid=63a89778c869773f&vjs=3  Title Data Scientist Company Moon Active URL httpsil.indeed.comrcclkjk=2f56ea143e968cf4&bb=zk7LYUIixjhkbKO7XrB0tlDEjZfP-jhN3oJXLsQv5a7cbHU5xos_zXSpDDtJtOGYPQlFPEKIl6j6alQiN500YEFPMZ1N2Y4PgeROuVHOyDIOMeYOs-kZhFFOCkHjDxMw&xkcb=SoDk67M33wfbB8xCCB0FbzkdCdPP&fccid=c26e6911bfdb0c15&vjs=3  Opened URL httpsil.indeed.comrcclkjk=ad3b38d6d843bb02&bb=IvbRm-6YkryKOb9Kh4Xw1hd06Gf9U0HAWLzjUK50tjzOooRYe5Wou2fdUa3UKFgstXy8c3iBNOb8AiMj8ghow4aAEK2KBo8e_n0AAqzvs6E75oLIZKSkkHrtT4HMtPuk&xkcb=SoDo67M33wdrIeWWaB0KbzkdCdPP&fccid=c4e7a75c6cddb35a&vjs=3",il,ds
Real World Data Scientist,is headquartered in the heart of Tel Aviv.,N/A,"לארגון גדול ומוביל טכנולוגית בירושלים דרושה data scientist! עבודה במתכונת היברידית מרובה! תיאור התפקיד איש מדע נתונים והתממה ימלא תפקיד חשוב במחלקת ביג דאטה ויהיה אחראי על שורה של פעילויות שיאפשרו מחקרי נתונים על מאגרי המשרד וארגונים שעובדים עם המחלקה. יישום מדיניות ההתממה של מחלקת ביג דאטה באמצעות עבודה צמודה עם מהנדסי נתונים שיבצעו את פעולות ההתממה ואף באמצעות ביצוע פעולות אלה בעצמו בכלי ניתוח המוגדרים בתמנע, כגון SQL, PYTHON, דאטאיקו ואחרים. כמו כן יהיה אחראי על תהליכי בדיקת איכות (QA) ההתממה בסביבה בה בוצעו האנליזות והעיבודים על הנתונים, או בליווי מהנדס נתונים שיבצע פעולות אלה. המערכות שבשימוש SQL, PYTHON, DATAIKU, CLOUDERA, לא מוגבלות לשימוש רק באלה. דרישות 3 שנות ניסיון ומעלה בתפקידי דאטה מתוכן שנה אחת לפחות ב- data science (תפקידי דאטה אנליטיקה של נתונים, הנדסת נתונים, מדע נתונים, פיתוח BI) ניסיון בהפעלת כלי התממה טבלאיים (למשל Privitar, Dataiku) - מינימום שנה ניסיון, מינימום עבודה על 30 טבלאות ניסיון בהתממה בתחום הבריאות - חובה. ניסיון בהתממת נתונים טבלאיים חובה. ⁠התממת טקסט חופשי - חובה. התממת טקסט חופשי בעברית - יתרון משמעותי. ניסיון בעבודה על התממה מול חוקרים באקדמיה - יתרון Opened URL httpsil.indeed.comrcclkjk=f90aa7093544f010&bb=IvbRm-6YkryKOb9Kh4Xw1uESixpnumxUOzEDkXcXS3-YFCNwqWeiQgtuC53g-nobsy09amkH_p-HX3yI4oT6P4Yqow0GsNeWvHR8xwbDtchs2MDFvi7qMUBmb6QMKs0Z&xkcb=SoB167M33wdrIeWWaB0JbzkdCdPP&fccid=e32508b84ec45c2b&vjs=3",il,ds
N/A,to provide advanced Data Science solutions end to end.,N/A,"jb-19 מספר משרה עם ניסיון ב Data Scientist דרוש אישת פיתוח Evaluating state of art statistical modeling and machine Learning. Big data analysis, Modeling and Reporting. Job RequirementsRequirements A minimum first degree in computer science applied math statistics. Strong algorithm development skills. Proven experience with machine learning algorithms – both supervised and unsupervised. Proven experience with optimization algorithms. 5+ years of relevant experience with one of the following Python, R, Matlab. Strong communication skills, creative, results driven, quick learner. Experience with big data, distributed processing, NoSQL databases – a significant advantage. השם שלך מספר המשרה(חובה) העלאת קוח שתף את המשרה ותן לחברים שלך לעזור Opened URL httpsil.indeed.comrcclkjk=bc58153ac4bcd56c&bb=IvbRm-6YkryKOb9Kh4Xw1rVW0UZA_hROrKUNEfjoBQ9RObtC5iw4dMj1mEn4PjKhApG1iBCyCFjjs40Ak9316uUzsMZ29gQ3-Y_sx8xSpa98RqpoVUApu12Fy4h98akf&xkcb=SoDB67M33wdrIeWWaB0IbzkdCdPP&fccid=8e007f7a76f9cee5&vjs=3",il,ds
N/A,get-together,N/A,"Israel, Hod HaSharon Description About ThetaRay ThetaRay is a trailblazer in AI-powered Anti-Money Laundering (AML) solutions, offering cutting-edge technology to fintechs, banks, and regulatory bodies worldwide. Our mission is to enhance trust in financial transactions, ensuring compliant and innovative business growth. Our technology empowers customers to expand into new markets and introduce groundbreaking products. Why Join ThetaRay At ThetaRay, you'll be part of a dynamic global team committed to redefining the financial services sector through technological innovation. You will contribute to creating safer financial environments and have the opportunity to work with some of the brightest minds in AI, ML, and financial technology. We offer a collaborative, inclusive, and forward-thinking work environment where your ideas and contributions are valued and encouraged. Join us in our mission to revolutionize the financial world, making it safer and more trustworthy for millions worldwide. Explore exciting career opportunities at ThetaRay – where innovation meets purpose. ThetaRay is looking for a Data Scientist to join our innovative Data team. As a Data Scientist, you will work on customer-facing projects that combine data science with deep knowledge and understanding of machine learning and big data technologies to create solutions for customers’ challenges and needs, defining and developing appropriate technical and business solutions. The Data Scientist will work closely with ThetaRay’s Product Management, Algorithm, Engineering, and Customer Success teams and lead external partners to successful implementations of the ThetaRay platform and solutions. Key Responsibilities Manage and design the Customer-specific technical AI solutions throughout the project life cycle Leverage business knowledge to perform sophisticated feature engineering and enhance model performance. Extract insights and actionable recommendations from large volumes of data, applying advanced analytical methods. Collaborate with customers and partners, building and managing strong technical relationships to ensure project success. Train customers on system usage and monitoring, ensuring they can independently operate and maintain AI solutions. Contribute to product development by providing feedback and requirements to the Product Management team. Requirements Up to 3 years of experience as a data scientistdata engineerbig-data developer. BSc or equivalent in Mathematics, Statistics, Data Science or another related field. Proven professional experience in data analytics for financial services with strong data mining and forensic skills - an advantage. Experience working with customers. Advantage – financial customers. Must have Hands-on experience and knowledge of scripting languages PythonPySpark as well as DS workflow management tools including MLflow, Airflow, etc. Working experience with Linux OS - an advantage. Fluent English - written and spoken. Core Competencies Able to solve tech problems for customers; improvise; cope with unexpected challenges Able to drive relevant internal functions to deliversolve a problem for customerspartners A motivated, self-starter who can demonstrate high analytical and technical skills Ability to design creative solutions for complex requirements Ability to learn and lead projects independently, and to work with minimal supervision with customers (tech & business) Strong interpersonal relationship building Ability to execute multiple projects and drive key business results under tight deadlines Opened URL httpsil.indeed.comrcclkjk=ae2c3d8865d70a20&bb=IvbRm-6YkryKOb9Kh4Xw1lfMbpL96z3vuLxjoElF_DQLzTgBx_f2FyedERfoVX5HXq4w9Z2buEo3PGzSGuRCa-5xtF8orHWFQnLSUXl2ShspAv2wyZmgpLBOI3YDgzZm&xkcb=SoBP67M33wdrIeWWaB0PbzkdCdPP&fccid=ba03cd038fd30855&vjs=3",il,ds
